구인신청일자,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처,인증구분,등급,인증발급일,인증만료일,시작일자,종료일자,시군구명
2023-06-26,킴스체인몰,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,무관,1년미만,무관,,    ,전라남도 순천시 삼산로 88 2층,개인,전남지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-26,2023-08-25,전라도
2023-06-26,함평학다리고등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,801840,무관,1년미만,무관,,    ,전라남도 함평군 함평읍 영수길 55 1층,"공사,공공",전남지사,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-26,2023-07-07,전라도
2023-06-26,(주)포스코이앤씨,직업 운동선수,상용직,월급,1300000,무관,무관,무관,건축학,    ,경상북도 포항시 북구 중흥로 307 엔지니어링센터,중소,경북지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-26,2023-07-07,경상도
2023-06-26,주식회사 커밍,기타 직물·신발 기계 조작원 및 조립원,상용직,시급,9620,무관,무관,무관,,    ,경기도 양주시 백석읍 권율로1203번길 39-29 주식회사 커밍,중소,경기북부지사,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-26,2023-08-31,경기도
2023-06-26,현대해상화재보험(주),사무 보조원(일반사업체),상용직,월급,2150000,무관,무관,고졸,,    ,서울특별시 종로구 세종대로 163 현대해상빌딩,대기업,울산지사,2023-06-28,1588-1519,없음,없음,없음,없음,2023-06-26,2023-07-07,서울
2023-06-26,(주)인텍,사업체 구내식당 급식 조리사,계약직,시급,9620,무관,무관,무관,,    ,대구광역시 북구 학남로 13,중소,울산지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-26,2023-07-31,대구
2023-06-26,(주)원덕산업기계,건설기계공학 기술자 및 연구원,상용직,월급,2100000,무관,무관,무관,,    ,경상남도 양산시 어곡공단4길 25,중소,부산직업능력개발원,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-26,2023-07-03,경상도
2023-06-26,삼성전자판매주식회사,사무 보조원(일반사업체),계약직,월급,2050000,무관,무관,고졸,,    ,경기도 성남시 분당구 백현로101번길 30,중소,서울동부지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-26,2023-07-03,경기도
2023-06-26,쿠팡로지스틱스서비스유한회사,사무 보조원(일반사업체),계약직,월급,2100000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 332  현정빌딩 9층,대기업,서울동부지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-26,2023-09-18,서울
2023-06-26,쿠팡로지스틱스서비스유한회사,병원행정 사무원(원무),계약직,월급,2100000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 332  현정빌딩 9층,대기업,서울동부지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-26,2023-09-18,서울
2023-06-26,양일고등학교,사무 보조원(일반사업체),시간제,시급,9620,무관,무관,무관,,    ,경기도 양평군 양평읍 관문2길 9 양근리 148,"공사,공공",경기동부지사,2023-06-28,1588-1519,없음,없음,없음,없음,2023-06-26,2023-09-18,경기도
2023-06-26,주식회사 그린누리,기타 음식서비스 종사원(병원 배식원),상용직,시급,10000,무관,무관,무관,,    ,충청북도 청주시 흥덕구 옥산면 옥산산단3로 9,중소,충북지사,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-26,2023-07-15,충청도
2023-06-24,협동조합 문화채움,매장 정리원(매장 보조원),상용직,시급,9620,무관,1년미만,무관,,    ,"경상북도 경주시 봉황로 69  2, 3층",중소,경북지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-24,2023-08-23,경상도
2023-06-24,에스피엠텍(주),"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9620,무관,1년미만,무관,,    ,경기도 화성시 삼성전자로 12,중소,경기지역본부,2023-06-27,1588-1519,없음,없음,없음,없음,2023-06-24,2023-07-30,경기도
2023-06-23,드림솔병원,"기타 건물 관리원(공원, 종교시설 등)",상용직,월급,2010580,무관,무관,무관,,    ,전라북도 전주시 완산구 천잠로 507  드림솔병원,개인,전북지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-14,전라도
2023-06-23,다성주식회사,단체 급식 보조원,상용직,월급,1600000,무관,무관,무관,,    ,경기도 안산시 단원구 원시로 239-14,중소,경기서부지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-30,경기도
2023-06-23,해온산업(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,9620,무관,1년미만,무관,,    ,경상남도 거제시 거제중앙로29길 6-1 미르64빌딩 4층,중소,경남지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-21,경상도
2023-06-23,델마르커피,음료 조리사(바리스타 포함),시간제,시급,9620,무관,1년미만,무관,,    ,경상남도 사천시 용현면 주문길 421,개인,경남지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-21,경상도
2023-06-23,삼성생명보험(주),마케팅·광고·홍보·상품기획 사무원,계약직,월급,1174000,무관,무관,무관,,    ,서울특별시 서초구 서초대로74길 11,중소,제주지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-12,서울
2023-06-23,더펫하우스협동조합,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620,무관,1년미만,무관,동물·수의학,    ,광주광역시 서구 풍금로38번길 45,"협회,단체",광주지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-31,광주
2023-06-23,한국에너지기술연구원,사무 보조원(공공기관),계약직,월급,1049420,무관,무관,무관,,    ,대전광역시 유성구 가정로 152 한국에너지기술연구원,중소,대전지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-28,대전
2023-06-23,한국해양교통안전공단,공공행정 사무원,계약직,월급,2020000,무관,무관,무관,,    ,세종특별자치시  아름서길 27 선박안전기술공단,"공사,공공",대전지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-14,세종
2023-06-23,로쏘(주),제과·제빵원,상용직,시급,9620,신입,무관,무관,,    ,대전광역시 중구 대종로480번길 15,중소,대전지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-30,대전
2023-06-23,(주)지에스씨넷,공공행정 사무원,상용직,연봉,26000000,무관,무관,무관,,    ,세종특별자치시  한누리대로 219,중소,대전지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-31,세종
2023-06-23,한국수자원공사,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,    ,대전광역시 대덕구 신탄진로 200,중소,대전지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-29,대전
2023-06-23,에이원심사손해사정(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620,무관,1년미만,무관,,    ,서울특별시 영등포구 선유로49길 23,개인,대전지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-30,서울
2023-06-23,삼성전자(주),총무 및 일반 사무원,상용직,월급,3500000,신입,무관,고졸,,    ,경기도 수원시 영통구 삼성로 129,대기업,경기지역본부,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-30,경기도
2023-06-23,(주)하이원베이커리,생산·품질 사무원 및 관리원(음식료품),계약직,시급,9620,무관,1년미만,무관,,    ,강원특별자치도 정선군 신동읍 의림로 141-40 하이원베이커리,중소,강원지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-08-01,강원도
2023-06-23,보령제약(주),사무 보조원(일반사업체),계약직,월급,980000,무관,무관,무관,,    ,서울특별시 종로구 창경궁로 136,중소,서울지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-10,서울
2023-06-23,보령제약(주),총무 및 일반 사무원,계약직,월급,1500000,무관,무관,무관,,    ,서울특별시 종로구 창경궁로 136,중소,서울지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-10,서울
2023-06-23,행복믿음 주식회사,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,월급,2345600,무관,1년미만,무관,,    ,서울특별시 종로구 종로 26,대기업,서울지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-31,서울
2023-06-23,현대상선(주),사무 보조원(일반사업체),계약직,월급,2200000,경력,3년,고졸,,    ,서울특별시 종로구 율곡로 194 현대그룹빌딩,대기업,서울남부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-30,서울
2023-06-23,(주)현대그린푸드 현대해상강서사옥 지점,단체 급식 보조원,시간제,시급,9620,무관,1년미만,무관,,    ,서울특별시 영등포구 당산로 141,대기업,서울남부지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-07,서울
2023-06-23,주식회사 한아바이오,포장(패키지)디자이너,계약직,시급,9620,무관,1년미만,무관,,    ,"부산광역시 남구 용호로159번길 94 , 부산시범공단 802호",중소,부산지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-14,부산
2023-06-23,(주)듀델코리아,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1504850,무관,무관,무관,,    ,부산광역시 해운대구 APEC로 17 4204호,중소,부산지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-08-21,부산
2023-06-23,(주)지앤지티씨,재봉사(의류·직물) ,상용직,시급,9620,무관,무관,무관,,    ,"인천광역시 계양구 계산로111번길 5-2 3,4층 비케이빌딩",중소,인천지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-08-31,인천
2023-06-23,국토교통과학기술진흥원,사무 보조원(공공기관),계약직,월급,2010580,무관,무관,무관,,    ,경기도 안양시 동안구 시민대로 286 백빌딩 2~6F,"공사,공공",경기서부지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-23,경기도
2023-06-23,사단법인나너우리,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9620,무관,무관,무관,,    ,경기도 의왕시 이미로 40 인덕원IT밸리 A동 213호,중소,경기서부지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-30,경기도
2023-06-23,스노우팅커벨,음료 조리사(바리스타 포함),상용직,월급,760000,무관,무관,무관,,바리스타 1급  바리스타 2급  ,경기도 광명시 안양천로502번길 12 상가103호,중소,경기서부지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-30,경기도
2023-06-23,사단법인 한마음장애인복지회,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,,    ,충청남도 천안시 동남구 수신면 백자3길 96,중소,충남지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-20,충청도
2023-06-23,농업회사법인플랜티팜(주),채소·특용작물 재배원,상용직,시급,9620,무관,1년미만,무관,,    ,경기도 평택시 진위면 서탄로 43-19,중소,충남지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-08-23,경기도
2023-06-23,한국콘텐츠진흥원,사무 보조원(공공기관),상용직,월급,2050000,무관,1년미만,무관,,    ,전라남도 나주시 교육길 35,중소,전남지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-28,전라도
2023-06-23,(주)현대캐터링시스템,매장 정리원(매장 보조원),상용직,시급,9620,무관,무관,무관,,    ,경기도 성남시 분당구 야탑로 98 2층 현대캐터링시스템,중소,경북지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-23,2023-09-22,경기도
2023-06-23,(주)파인잡,기타 식품가공 종사원,상용직,시급,9620,무관,무관,무관,,    ,경기도 남양주시 진접읍 경복대로바람골길 42-175 델리캡,중소,경기북부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-23,2023-08-31,경기도
2023-06-23,양산부산대학교병원,기타 보건·의료 서비스 종사원,상용직,시급,9620,무관,1년미만,무관,,    ,경상남도 양산시 물금읍 금오로 20 양산부산대병원,"공사,공공",울산지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-08-31,경상도
2023-06-23,엔젤위더스 주식회사,제과·제빵원,상용직,시급,9620,무관,무관,무관,,    ,경상남도 양산시 장터1길 5-11  1층,중소,울산지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-08-25,경상도
2023-06-23,라프랑스,제과·제빵원,시간제,시급,9620,무관,무관,무관,,    ,부산광역시 해운대구 선수촌로208번길 33-5,개인,부산직업능력개발원,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-27,부산
2023-06-23,(주)현대백화점 천호점,주방 보조원(일반 음식점),계약직,시급,9620,무관,1년미만,무관,,    ,서울특별시 강동구 천호대로 1005,대기업,서울동부지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-31,서울
2023-06-23,(주)현대백화점 천호점,네일 아티스트(손톱 관리사),계약직,월급,2000000,무관,1년미만,무관,,    ,서울특별시 강동구 천호대로 1005,대기업,서울동부지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-31,서울
2023-06-23,한국예술종합학교,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",상용직,월급,2487280,무관,무관,무관,예체능교육,    ,서울특별시 성북구 화랑로32길 146-37,중소,서울북부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-29,서울
2023-06-23,서울 성동구육아종합지원센터,방역원(해충퇴치원 포함),계약직,월급,1200000,무관,1년미만,무관,,    ,서울특별시 성동구 고산자로16길 10-53,"공사,공공",서울북부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-03,서울
2023-06-23,다성주식회사,환경 미화원,상용직,월급,1100000,무관,무관,무관,,    ,경기도 안산시 단원구 원시로 239-14,중소,경기서부지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-23,2023-06-30,경기도
2023-06-23,다루다기프트,배송·납품 운전원(납품영업 포함),시간제,시급,9620,무관,1년미만,무관,,    ,전라북도 전주시 완산구 홍산로 249  6층 603호,개인,전북지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-23,2023-07-28,전라도
2023-06-22,전주우편집중국,우편물 집배원,계약직,시급,9620,무관,1년미만,무관,,    ,전라북도 완주군 봉동읍 둔산3로 102 1층,중소,전북지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-07,전라도
2023-06-22,롯데카드(주),사무 보조원(일반사업체),계약직,월급,2380000,무관,무관,무관,,    ,서울특별시 종로구 새문안로 76,중소,경기서부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-03,서울
2023-06-22,주식회사 하이푸드,식품 분야 단순 종사원,상용직,월급,2600000,무관,1년미만,무관,,    ,전라북도 전주시 덕진구 완주로 47,중소,전북지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-20,전라도
2023-06-22,유한회사금호씨에스,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620,무관,무관,무관,,    ,전라북도 전주시 완산구 따박골로 40 2층,중소,전북지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-07,전라도
2023-06-22,에코소랑,식품 분야 단순 종사원,상용직,시급,9620,무관,무관,무관,,    ,제주특별자치도 서귀포시 인정오름로85번길 41,중소,제주지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-31,제주도
2023-06-22,큰솔점자인쇄,출판·자료 편집 사무원,시간제,시급,9620,무관,1년미만,무관,,    ,인천광역시 서구 심곡로 80-1,개인,인천지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-08-31,인천
2023-06-22,꿈돌이장애인보호작업장,공구 조립·검사원,상용직,시급,9620,무관,1년미만,무관,,    ,인천광역시 서구 청라에메랄드로102번길 26  305-306호,"협회,단체",인천지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-07,인천
2023-06-22,삼성생명보험(주),사무 보조원(일반사업체),계약직,월급,1174000,무관,무관,무관,,    ,서울특별시 서초구 서초대로74길 11,중소,대전지역본부,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-28,서울
2023-06-22,한국보훈복지의료공단대전보훈병원,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,    ,"대전광역시 대덕구 대청로82번길 147 , 대전보훈병원","공사,공공",대전지역본부,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-02,대전
2023-06-22,한국환경연구원,공공행정 사무원,계약직,시급,9620,무관,무관,무관,,    ,세종특별자치시 시청대로 370 세종국책연구단지 B동 8층,"공사,공공",대전지역본부,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-14,세종
2023-06-22,모어레스 세종소담점,음료 조리사(바리스타 포함),상용직,시급,9620,무관,1년미만,무관,,    ,세종특별자치시 한누리대로 2022 1층 102호,중소,대전지역본부,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-23,세종
2023-06-22,(주)케이티아이에스,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",계약직,월급,1110100,무관,무관,무관,,    ,서울특별시 영등포구 여의대로 14 kt빌딩 10층 ktis 본사,대기업,강원지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-21,서울
2023-06-22,춘천동원학교 카페 모두,음료 조리사(바리스타 포함),상용직,시급,9620,무관,무관,무관,,    ,강원도 춘천시 영서로 2854,"공사,공공",강원지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-08,강원도
2023-06-22,(의)한마음의료재단 하나병원,의료 보조원,계약직,시급,9620,무관,무관,무관,,    ,충청북도 청주시 흥덕구 2순환로 1262,대기업,충북지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-22,충청도
2023-06-22,콘센트릭스서비스코리아 유한회사,IT 기술지원 전문가,상용직,월급,2310500,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 509,중소,서울남부지사,2023-06-26,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-30,서울
2023-06-22,모아사회적협동조합,음료 조리사(바리스타 포함),시간제,시급,9620,무관,무관,무관,,    ,서울특별시 광진구 용마산로 127,중소,서울남부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-31,서울
2023-06-22,주식회사티원엘에스,사무 보조원(일반사업체),상용직,시급,9620,무관,무관,무관,,    ,서울특별시 금천구 가산디지털1로 145 에이스하이엔드타워3차 402호,중소,서울남부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-22,서울
2023-06-22,(주)반도건설,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1200000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로7길 12  허바허바빌딩 11층,대기업,부산지역본부,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-31,서울
2023-06-22,주식회사 그린누리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,10000,무관,무관,무관,,    ,충청북도 청주시 흥덕구 옥산면 옥산산단3로 9,중소,부산지역본부,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-15,충청도
2023-06-22,과천시노인복지관,관광 및 통근·통학·학원 및 기타 버스 운전원,상용직,월급,2539000,무관,무관,무관,,    ,경기도 과천시 문원로 57,중소,경기서부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-28,경기도
2023-06-22,(주)반도건설,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1200000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로7길 12  허바허바빌딩 11층,대기업,충남지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-08-20,서울
2023-06-22,(합) 대한상사 해피크린,세탁원(다림질원),상용직,시급,9620,무관,무관,무관,,    ,충청남도 서산시 남부순환로 576 해피크린,중소,충남지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-08-31,충청도
2023-06-22,(주)엘티팜유통,하역·적재 종사원,계약직,시급,9620,무관,무관,무관,,    ,충청북도 청주시 흥덕구 2순환로 765,중소,충남지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-22,충청도
2023-06-22,두리두리사업단,방역원(해충퇴치원 포함),상용직,시급,9620,경력,1년미만,무관,,    ,충청남도 천안시 서북구 백석공단1로 10 SB116호,중소,충남지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-09-14,충청도
2023-06-22,(주)진우텍,자동차 조립·검사원,상용직,시급,9620,무관,무관,무관,,    ,충청남도 서산시 성연면 신당1로 105-1 동희오토 내 진우텍,중소,충남지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-27,충청도
2023-06-22,한국농촌경제연구원,사무 보조원(공공기관),계약직,월급,2080000,무관,무관,고졸,,    ,전라남도 나주시 빛가람로 601  601,"공사,공공",전남지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-03,전라도
2023-06-22,대명협동조합,사무 보조원(일반사업체),상용직,시급,9620,무관,무관,무관,,    ,경상북도 포항시 북구 소티재로 69-10,중소,경북지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-30,경상도
2023-06-22,인제대학교일산백병원,의료 보조원,계약직,시급,9620,무관,무관,무관,,    ,경기도 고양시 일산서구 주화로 170,중소,경기북부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-31,경기도
2023-06-22,백성사,세탁원(다림질원),상용직,시급,9620,무관,무관,무관,,    ,경상남도 양산시 북정공단2길 55,개인,울산지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-08-25,경상도
2023-06-22,삼남장애인근로사업장,금속기계부품 조립원,상용직,시급,9620,무관,1년미만,무관,,    ,울산광역시 울주군 삼남면 반구대로 791,"협회,단체",울산지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-28,울산
2023-06-22,(주)호텔신라,편의점 판매원,계약직,월급,1125290,무관,무관,무관,,    ,서울특별시 중구 동호로 249,중소,서울지역본부,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-02,서울
2023-06-22,(주)호텔신라,자동판매기 관리원,계약직,월급,1125290,무관,무관,무관,,    ,서울특별시 중구 동호로 249,중소,서울지역본부,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-16,서울
2023-06-22,(주)경동건설,환경 미화원,계약직,시급,9620,무관,무관,무관,,    ,경기도 성남시 분당구 수내로46번길 4 수내동 경동빌딩10층,중소,서울동부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-31,경기도
2023-06-22,한국문화재재단,출판·자료 편집 사무원,계약직,월급,1653880,무관,무관,무관,,    ,서울특별시 강남구 봉은사로 406 국가무형문화재전수교육관,중소,서울동부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-05,서울
2023-06-22,콘센트릭스서비스코리아 유한회사,영업 기획·관리·지원 사무원,상용직,월급,2010580,무관,무관,고졸,,    ,서울특별시 강남구 테헤란로 509,중소,서울동부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-31,서울
2023-06-22,삼성물산(주),총무 및 일반 사무원,계약직,연봉,32000000,무관,무관,초대졸,경영학,    ,서울특별시 강남구 언주로 305 3층 삼성물산도곡삼호재건축 현장,중소,서울동부지사,2023-06-23,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-30,서울
2023-06-22,서울아산병원,인사 사무원,계약직,월급,2900000,경력,1년미만,고졸,,    ,서울특별시 송파구 올림픽로43길 88 서울아산병원 인사팀,대기업,서울동부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-28,서울
2023-06-22,(주)프로투게더,사무 보조원(일반사업체),계약직,시급,9620,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 310  2층,중소,서울동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-31,서울
2023-06-22,(주)써큘러랩스,주방 보조원(일반 음식점),계약직,월급,1045000,무관,1년미만,무관,,    ,경기도 구리시 아치울길3번길 11,중소,서울동부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-08-18,경기도
2023-06-22,(주)엠엔에프 여의도점,주방 보조원(일반 음식점),상용직,월급,1600000,무관,1년미만,무관,,    ,서울특별시 영등포구 여의대방로67길 18  스타빌딩 2층,개인,서울동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-22,2023-08-31,서울
2023-06-22,주식회사 벗이(Versi),음료 조리사(바리스타 포함),상용직,시급,9620,무관,무관,무관,,    ,경기도 용인시 처인구 양지면 학촌로53번길 4 1층,중소,경기동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-30,경기도
2023-06-22,주식회사 벗이(Versi),음식료품 판매원,상용직,시급,9620,무관,무관,무관,,    ,경기도 용인시 처인구 양지면 학촌로53번길 4 1층,중소,경기동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-30,경기도
2023-06-22,주식회사 벗이(Versi),일반 음식점 서빙원,상용직,시급,9620,무관,무관,무관,,    ,경기도 용인시 처인구 양지면 학촌로53번길 4 1층,중소,경기동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-30,경기도
2023-06-22,(주)호성테크,주입·포장·상표부착기 등 기타 기계 조작원,상용직,월급,2010580,무관,무관,무관,,    ,경기도 용인시 처인구 이동면 화산로 175-13 호성테크,중소,경기동부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-30,경기도
2023-06-22,주식회사에이엠제이,제과·제빵원,상용직,월급,2350000,무관,1년미만,무관,,    ,경기도 성남시 수정구 복정로118번길 9-8,중소,경기동부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-07-31,경기도
2023-06-22,(주)성덕산업,주입·포장·상표부착기 등 기타 기계 조작원,상용직,월급,2010580,무관,1년미만,무관,,    ,경기도 용인시 처인구 이동읍 화산로 175-9 성덕산업,중소,경기동부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-30,경기도
2023-06-22,온세미컨덕터코리아(주),기타 기계 조립·검사원,상용직,시급,9800,무관,무관,무관,,    ,경기도 부천시 평천로850번길 55 페어차일드코리아반도체,중소,경기서부지사,2023-06-22,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-30,경기도
2023-06-22,(재)전북테크노파크,환경 미화원,상용직,시급,9620,무관,무관,무관,,    ,전라북도 전주시 덕진구 반룡로 144 818번지 전북테크노파크 3층 행정지원실,중소,전북지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-22,2023-06-30,전라도
2023-06-21,(재)태권도진흥재단,공공행정 사무원,상용직,연봉,2620000,무관,무관,무관,,    ,전라북도 무주군 설천면 무설로 1482 1층,"공사,공공",전북지사,2023-06-21,1588-1519,없음,없음,없음,없음,2023-06-21,2023-07-06,전라도
2023-06-21,율촌화학(주)연포1공장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9620,무관,1년미만,무관,,    ,경기도 안산시 단원구 범지기로 106,중소,경기서부지사,2023-06-21,1588-1519,없음,없음,없음,없음,2023-06-21,2023-07-31,경기도
