구인신청일자,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처,인증구분,등급,인증발급일,인증만료일,시작일자,종료일자,시군구명
2023-06-30,에이치앤엠헤네스앤모리츠 주식회사,매장 정리원(매장 보조원),상용직,시급,11544,무관,무관,무관,,    ,서울특별시 종로구 종로 51 17층,중소,서울동부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-08-29,서울
2023-06-30,농업회사법인주식회사준호 ,마케팅·광고·홍보·상품기획 사무원,상용직,월급,1510000,무관,1년미만,무관,,    ,제주특별자치도 제주시 조천읍 선흘서5길 5-71,중소,제주지사,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-29,제주도
2023-06-30,쿠팡로지스틱스서비스유한회사,인사 사무원,계약직,월급,2100000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 332  현정빌딩 9층,대기업,서울동부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-22,서울
2023-06-30,쿠팡로지스틱스서비스유한회사,환경 미화원,계약직,월급,1240000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 332  현정빌딩 9층,대기업,서울동부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-22,서울
2023-06-30,쿠팡로지스틱스서비스유한회사,교육 관리자(부서장),계약직,월급,1690000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 332  현정빌딩 9층,대기업,서울동부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-22,서울
2023-06-30,쿠팡로지스틱스서비스유한회사,신문·음료(우유·요구르트 등) 기타 배달원,계약직,월급,1350000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 332  현정빌딩 9층,대기업,서울동부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-22,서울
2023-06-30,나은힐링안마센터,안마사,상용직,월급,2010580,무관,1년미만,무관,,    ,경기도 용인시 기흥구 죽전로 29  701호,개인,경기동부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-07,경기도
2023-06-30,(주)맨파워코리아,총무 및 일반 사무원,상용직,시급,9620,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 409,중소,충남지사,2023-07-05,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-31,서울
2023-06-30,엔켐,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,,    ,충청북도 제천시 바이오밸리로 107 엔켐,중소,충남지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-31,충청도
2023-06-30,좋은선린병원,의료 보조원,계약직,시급,9620,무관,1년미만,무관,,    ,경상북도 포항시 북구 대신로 43,중소,경북지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-07,경상도
2023-06-30,킹덤플랜트협동조합,직업 운동선수,계약직,시급,9620,무관,무관,무관,,    ,경상북도 안동시 중앙로 72  킹덤플랜트 협동조합,중소,경북지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-07,경상도
2023-06-30,주식회사 한숲푸드,직업 운동선수,계약직,시급,9620,무관,1년미만,무관,,    ,경상북도 포항시 북구 불종로 67-4,개인,경북지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-14,경상도
2023-06-30,국립암센터,병원 코디네이터,계약직,시급,9620,무관,무관,무관,,    ,경기도 고양시 일산동구 일산로 323 국립암센터,대기업,경기북부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-14,경기도
2023-06-30,삼성에스디아이(주),전자 부품·제품 생산기계 조작원,상용직,시급,9620,무관,1년미만,고졸,,    ,울산광역시 울주군 삼남면 반구대로 163,대기업,울산지사,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-30,2023-06-30,울산
2023-06-30,주식회사 에이아이엠디,데이터 분석가(빅데이터 분석가),상용직,시급,9620,무관,1년미만,무관,,    ,경상남도 양산시 물금읍 증산역로 135,개인,울산지사,2023-07-06,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-28,경상도
2023-06-30,이음테크,기계·금속 분야 단순 종사원,상용직,시급,9620,무관,1년미만,무관,,    ,울산광역시 북구 갈밭길 1  상가동 2층,개인,울산지사,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-30,2023-08-31,울산
2023-06-30,(사)한국장애인문인복지후원회,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,756000,무관,무관,무관,,    ,서울특별시 중구 서애로5길 15  호산나빌딩3층,"협회,단체",서울지역본부,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-14,서울
2023-06-30,숭실대학교,사무 보조원(일반사업체),계약직,시급,9620,무관,무관,대졸,,    ,서울특별시 동작구 상도로 369,"공사,공공",서울남부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-28,서울
2023-06-30,학교법인 일송학원,"지휘자, 작곡가 및 연주가",계약직,월급,1010000,무관,1년미만,무관,,    ,서울특별시 영등포구 버드나루로7길 13 한강성심병원 제1별관 3층,대기업,서울남부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-07,서울
2023-06-30,신림중학교,환경 미화원,계약직,시급,12030,무관,1년미만,무관,,    ,서울특별시 관악구 신림로 40,"공사,공공",서울남부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-31,서울
2023-06-30,(주)제니엘플러스,음료 조리사(바리스타 포함),상용직,월급,759980,무관,무관,무관,,    ,서울특별시 영등포구 당산로41길 11 W동 1403호,개인,서울남부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-14,서울
2023-06-30,에스지아이신용정보(주),사무 보조원(일반사업체),계약직,월급,759980,무관,무관,무관,금융·회계·세무학,    ,서울특별시 양천구 목동서로 159-1  19층,중소,부산지역본부,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-31,서울
2023-06-30,주식회사 일영이푸드,기타 식품가공 종사원,상용직,시급,9620,무관,무관,무관,,    ,부산광역시 기장군 정관읍 산단7로 65 일영이푸드,중소,부산지역본부,2023-07-05,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-31,부산
2023-06-30,오샘재가복지센터,재가 요양보호사,상용직,시급,11200,무관,1년미만,무관,,    ,부산광역시 연제구 연수로 220-1  2층,개인,부산지역본부,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-29,부산
2023-06-30,동래봉생병원,기타 보건·의료 서비스 종사원,상용직,시급,9620,무관,1년미만,무관,,    ,부산광역시 동래구 안연로109번길 27 동래봉생병원,대기업,부산지역본부,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-08-31,부산
2023-06-30,거림이앤시 주식회사,기타 전자 부품·제품 조립·검사원,상용직,시급,9620,무관,1년미만,무관,,    ,경상북도 고령군 대가야읍 장기공단1길 38-13,개인,대구지역본부,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-29,경상도
2023-06-30,임재양외과,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9620,무관,1년미만,무관,,    ,대구광역시 중구 달구벌대로445길 21,개인,대구지역본부,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-29,대구
2023-06-30,장애인생활신문,배송·납품 운전원(납품영업 포함),상용직,시급,9620,무관,무관,무관,,    ,인천광역시 남동구 예술로192번길 40 5층,중소,인천지사,2023-07-04,1588-1519,없음,없음,없음,없음,2023-06-30,2023-08-31,인천
2023-06-30,루민 주식회사,기계·금속 분야 단순 종사원,상용직,시급,9620,무관,1년미만,무관,,    ,인천광역시 계양구 아나지로97번길 14 2층,중소,인천지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-08-31,인천
2023-06-30,구례역대합실,음료 조리사(바리스타 포함),상용직,시급,9620,무관,무관,무관,식품영양학,    ,전라남도 구례군 구례읍 섬진강로 23 1층,중소,광주지역본부,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-31,전라도
2023-06-30,사회적협동조합 상생,주방 보조원(일반 음식점),상용직,시급,9620,신입,무관,무관,,    ,"광주광역시 북구 우치로 118 3,4층 사회적협동조합상생",중소,광주지역본부,2023-07-05,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-29,광주
2023-06-30,(주)유투,기타 전자 부품·제품 조립·검사원,시간제,시급,9620,무관,1년미만,무관,,    ,광주광역시 광산구 평동공단산정로 108,중소,광주지역본부,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-08-31,광주
2023-06-30,한국원자력연구원,사무 보조원(공공기관),계약직,월급,2850000,무관,무관,무관,전산학·컴퓨터공학,    ,대전광역시 유성구 대덕대로989번길 111  한국원자력연구원,"공사,공공",대전지역본부,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-13,대전
2023-06-30,웰키즈소아청소년과의원,콜센터 상담원(콜센터·고객센터·CS센터),상용직,월급,2010580,무관,무관,무관,,    ,"세종특별자치시  보듬3로 95 3~4층 ,6~7층",개인,대전지역본부,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-31,세종
2023-06-30,제이엘한꿈예술단,조련사(공연)·마술사 등 기타 시각 및 공연 예술가,계약직,시급,9620,무관,무관,무관,,    ,경기도 수원시 권선구 금곡로196번길 61 502호,"협회,단체",경기지역본부,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-03,경기도
2023-06-30,제네톡스주식회사,생산·품질 사무원 및 관리원(화학·섬유·의료),상용직,시급,9620,무관,1년미만,무관,,    ,강원특별자치도 횡성군 우천면 우천산업단지로 38-53 제네톡스주식회사,중소,강원지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-08-31,강원도
2023-06-30,(주)성도피엔에이,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,,    ,경기도 성남시 분당구 성남대로 69 로드랜드이지타워 609호,중소,충북지사,2023-07-04,1588-1519,없음,없음,없음,없음,2023-06-30,2023-08-11,경기도
2023-06-30,(주)에코프로,직업 운동선수,계약직,월급,1200000,무관,1년미만,무관,,    ,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 에코프로,중소,충북지사,2023-07-06,1588-1519,없음,없음,없음,없음,2023-06-30,2023-08-28,충청도
2023-06-30,주식회사 아름누리,환경 미화원,상용직,월급,2120000,무관,무관,무관,,    ,충청북도 청주시 흥덕구 옥산면 과학산업3로 29 옥산면,중소,충북지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-24,충청도
2023-06-30,이리여자고등학교,기숙사사감 및 독서실·고시원 총무,상용직,시급,9620,무관,1년미만,무관,,    ,전라북도 익산시 익산대로24길 8-5,"공사,공공",전북지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-10,전라도
2023-06-30,경상국립대학교병원,병원행정 사무원(원무),계약직,시급,9620,무관,무관,무관,,    ,경상남도 진주시 강남로 79,"공사,공공",경남지사,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-07,경상도
2023-06-30,(사)경상남도장애인부모연대,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,9620,무관,무관,무관,가족·사회·복지학,    ,경상남도 창원시 의창구 서상로12번길 67 1층,중소,경남지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-07,경상도
2023-06-30,(주)베스텍,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,자동차공학,    ,경상남도 밀양시 부북면 사포산단1길 77,중소,경남지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-31,경상도
2023-06-30,모두누리장애인표준사업장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9620,무관,1년미만,무관,,    ,경상남도 진주시 금산면 속사길 23-12 23-12,개인,경남지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-28,경상도
2023-06-30,애벌레날다,음료 조리사(바리스타 포함),시간제,시급,9620,무관,1년미만,고졸,,    ,경상남도 통영시 북신로 58,개인,경남지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-08-31,경상도
2023-06-30,제주탐나씨푸드영어조합법인,기타 식품가공 종사원,상용직,시급,9620,무관,무관,무관,,    ,제주특별자치도 제주시 명림로 258,중소,제주지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-08-31,제주도
2023-06-30,주식회사 화잠,생산·품질 사무원 및 관리원(화학·섬유·의료),상용직,시급,9620,경력,3년,무관,,    ,"제주특별자치도 서귀포시 동홍로99번길 4 1층, 2층",중소,제주지사,2023-07-04,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-29,제주도
2023-06-30,(사)제주특별자치도지적발달장애인복지협회 서귀포지부,시설 요양보호사(노인요양사),상용직,월급,1254000,무관,1년미만,무관,,    ,제주특별자치도 서귀포시 칠십리로72번길 9 서귀포시장애인회관 4층,"협회,단체",제주지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-31,제주도
2023-06-30,쿠팡로지스틱스서비스유한회사,경영 기획 사무원,계약직,월급,2100000,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 332  현정빌딩 9층,대기업,서울동부지사,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-30,2023-09-22,서울
2023-06-29,한국전력공사 충북본부,사무 보조원(공공기관),계약직,일급,76960,무관,무관,무관,,    ,충청북도 청주시 서원구 구룡산로 51,"공사,공공",충북지사,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-14,충청도
2023-06-29,(의)사랑의병원,기타 보건·의료 서비스 종사원,상용직,월급,2010580,무관,무관,고졸,행정학,    ,경기도 안산시 상록구 예술광장로 69 69,중소,경기서부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-05,경기도
2023-06-29,주식회사 아름누리,기타 음식서비스 종사원(병원 배식원),상용직,월급,2152060,무관,무관,무관,,    ,충청북도 청주시 흥덕구 옥산면 과학산업3로 29 옥산면,중소,충북지사,2023-07-06,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-24,충청도
2023-06-29,원광대학교의과대학병원,기타 보건·의료 서비스 종사원,계약직,시급,9620,무관,1년미만,무관,,    ,전라북도 익산시 무왕로 895,대기업,전북지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-13,전라도
2023-06-29,아이갓에브리씽 지방자치인재개발원,음료 조리사(바리스타 포함),시간제,시급,9620,무관,1년미만,무관,,    ,전라북도 완주군 이서면 반교로 150 강의동 1층,개인,전북지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-03,전라도
2023-06-29,현대해상화재보험(주),사무 보조원(일반사업체),계약직,월급,2150000,무관,무관,무관,,    ,서울특별시 종로구 세종대로 163 현대해상빌딩,대기업,광주지역본부,2023-07-03,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-31,서울
2023-06-29,쿠팡 주식회사,콜센터 상담원(콜센터·고객센터·CS센터),계약직,월급,2060000,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730,대기업,광주지역본부,2023-07-06,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-07,서울
2023-06-29,한국전자통신연구원,사무 보조원(공공기관),계약직,월급,2500000,무관,무관,고졸,,    ,대전광역시 유성구 가정로 218,"공사,공공",대전지역본부,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-12,대전
2023-06-29,(주)정방,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1041600,무관,무관,무관,,    ,대전광역시 동구 송촌남로11번길 207,중소,대전지역본부,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-27,대전
2023-06-29,을지대학교,사서,계약직,월급,1030250,무관,1년미만,무관,,    ,대전광역시 중구 계룡로771번길 77,"공사,공공",대전지역본부,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-04,대전
2023-06-29,(사)한국장애인사진콘텐츠협회 인쇄사업본부,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,,    ,대전광역시 동구 새울로 41  판암테크노타운 203호,"협회,단체",대전지역본부,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-04,대전
2023-06-29,문화보호작업장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,400000,무관,1년미만,무관,,    ,대전광역시 중구 문화로126번길 7 문화보호작업장,중소,대전지역본부,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-05,대전
2023-06-29,KB국민은행 대전업무지원유닛,사무 보조원(일반사업체),계약직,월급,1455000,무관,무관,무관,,    ,대전광역시 중구 대종로 478  4층,대기업,대전지역본부,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-06,대전
2023-06-29,속초농협설악골가공공장,기타 식품가공 종사원,계약직,월급,2010580,무관,무관,무관,,    ,강원특별자치도 속초시 농공단지길 94,중소,강원지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-31,강원도
2023-06-29,행복한울 주식회사,세차원 및 운송장비 청소원,계약직,월급,1416461,무관,1년미만,무관,,    ,서울특별시 중구 을지로 65,중소,서울지역본부,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-09,서울
2023-06-29,안천중학교,환경 미화원,계약직,시급,12030,무관,1년미만,무관,,    ,서울특별시 금천구 한내로 69-44,"공사,공공",서울남부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-31,서울
2023-06-29,한강미디어고등학교,환경 미화원,계약직,시급,12030,무관,1년미만,무관,,    ,서울특별시 영등포구 선유로55길 22,"공사,공공",서울남부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-07,서울
2023-06-29,고려대학교 구로병원,간호조무사(요양병원 제외),계약직,시급,10020,무관,1년미만,고졸,,    ,서울특별시 구로구 구로동로 148,"공사,공공",서울남부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-31,서울
2023-06-29,에스에스엠엠 주식회사,세차원 및 운송장비 청소원,시간제,시급,9620,무관,무관,무관,,    ,서울특별시 동작구 상도로 369,중소,서울남부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-07,서울
2023-06-29,주식회사 이랜드서비스,소방시설·설비 시공 기술자,계약직,월급,3300000,경력,5년이상,무관,,    ,서울특별시 금천구 가산디지털1로 212,중소,서울남부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-30,서울
2023-06-29,주식회사 이랜드서비스,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,월급,2200000,무관,무관,무관,,    ,서울특별시 금천구 가산디지털1로 212,중소,서울남부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-30,서울
2023-06-29,아이헤이트플라잉버그스(주),환경 미화원,계약직,시급,10000,무관,1년미만,무관,,    ,서울특별시 마포구 마포대로 45  일진빌딩 7층,중소,서울남부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-07,서울
2023-06-29,에스엠플러스,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,무관,1년미만,무관,,    ,서울특별시 금천구 서부샛길 280 동원디어푸드 더반찬 1층,개인,서울남부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-31,서울
2023-06-29,주식회사 이음유앤아이,사무 보조원(일반사업체),계약직,시급,9620,무관,1년미만,무관,,    ,서울특별시 금천구 가산디지털1로 233 503호,중소,서울남부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-31,서울
2023-06-29,주식회사 하누리(마곡),음료 조리사(바리스타 포함),상용직,월급,2170000,무관,1년미만,무관,,    ,서울특별시 강서구 마곡중앙10로 10  연구시설용지 1차부지 서측 지하1층,대기업,서울남부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-31,서울
2023-06-29,두레주식회사,세탁 기계 조작원,계약직,시급,9620,무관,1년미만,무관,,    ,충청남도 천안시 서북구 다가말3길 8   천안충무병원,중소,충남지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-08-28,충청도
2023-06-29,(주)세연아이엠,생산·품질 사무원 및 관리원(기계·자동차·금속),상용직,연봉,40000000,무관,무관,무관,,    ,울산광역시 울주군 온산읍 회학1길 54 세연아이엠,중소,울산지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-31,울산
2023-06-29,현수산업,기계·금속 분야 단순 종사원,상용직,시급,9620,무관,무관,무관,,    ,울산광역시 북구 괴정1길 10-10,개인,울산지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-08-31,울산
2023-06-29,케이원테크,창고 관리원(자재 검수원 포함),상용직,시급,9620,무관,1년미만,무관,,    ,울산광역시 울주군 서생면 진하8길 25  908,개인,울산지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-31,울산
2023-06-29,한국체육산업개발(주),공공행정 사무원,상용직,연봉,33570000,무관,무관,무관,,    ,서울특별시 송파구 올림픽로 424 우리금융아트홀,"공사,공공",서울동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-03,서울
2023-06-29,(주)동성엔지니어링,환경 미화원,상용직,월급,1400000,무관,1년미만,무관,,    ,경상북도 경산시 성암로21길 39,중소,서울동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-31,경상도
2023-06-29,월스트리트인스티튜트코리아(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1010000,무관,무관,무관,,    ,"서울특별시 종로구 종로 33 그랑서울타워 1, 6층",중소,서울동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-07,서울
2023-06-29,주식회사 알엠소프트,환경 미화원,상용직,월급,1400000,무관,무관,무관,,    ,서울특별시 금천구 가산디지털1로 219 벽산디지털밸리 6차 607호,중소,서울동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-31,서울
2023-06-29,(주)하이프라자,환경 미화원,상용직,시급,9620,무관,무관,무관,,    ,서울특별시 강서구 마곡중앙5로 18 6-8층,중소,경기동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-13,서울
2023-06-29,(주)아발론교육,사무 보조원(일반사업체),상용직,월급,1030210,무관,무관,고졸,,    ,경기도 성남시 분당구 구미로 8 2층 아발론교육,중소,경기동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-14,경기도
2023-06-29,분당서울대학교병원,병원행정 사무원(원무),상용직,연봉,29000000,무관,무관,무관,,    ,경기도 성남시 분당구 구미로173번길 82,중소,경기동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-06,경기도
2023-06-29,(주)제노레이,기타 전자 부품·제품 조립·검사원,상용직,연봉,25000000,무관,1년미만,무관,,    ,경기도 성남시 중원구 둔촌대로 544 벽산테크노피아 512호,중소,경기동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-07,경기도
2023-06-29,위례스마트요양병원,주방 보조원(일반 음식점),상용직,연봉,28560000,무관,무관,무관,,    ,경기도 성남시 수정구 헌릉로 993 4층~8층,중소,경기동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-21,경기도
2023-06-29,주식회사 가온피앤에스,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,2010580,무관,무관,무관,,    ,경기도 광주시 초월읍 신월길 36-11 가온피앤에스,중소,경기동부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-14,경기도
2023-06-29,크리스탈제이드코리아(주),식품 분야 단순 종사원,시간제,시급,9620,무관,무관,무관,,    ,서울특별시 강남구 도산대로75길 22 1층 크리스탈 제이드 코리아,중소,서울북부지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-30,서울
2023-06-29,(주)신화아이푸드 우설화 천지연 청주점,주방 보조원(일반 음식점),상용직,월급,1600000,무관,1년미만,무관,,    ,충청북도 청주시 서원구 1순환로 886 1층일부 신화푸드빌리지 청주점,중소,충북지사,2023-06-29,1588-1519,없음,없음,없음,없음,2023-06-29,2023-07-07,충청도
2023-06-28,주식회사 재세능원 충주지점,세탁원(다림질원),상용직,시급,11000,무관,무관,무관,,    ,충청북도 충주시 대소원면 메가폴리스1로 115 재세능원 충주지점,외국계,충북지사,2023-06-28,1588-1519,없음,없음,없음,없음,2023-06-28,2023-08-31,충청도
2023-06-28,메가존클라우드 주식회사,사무 보조원(일반사업체),계약직,연봉,24000000,무관,1년미만,대졸,전산학·컴퓨터공학,    ,서울특별시 강남구 논현로85길 46,중소,경기동부지사,2023-07-05,1588-1519,없음,없음,없음,없음,2023-06-28,2023-07-11,서울
2023-06-28,한국로지스풀(주),사무 보조원(일반사업체),상용직,연봉,31200000,무관,무관,초대졸,,    ,서울특별시 마포구 마포대로 63-8 삼창프라자 6층,중소,경남지사,2023-06-28,1588-1519,없음,없음,없음,없음,2023-06-28,2023-07-14,서울
2023-06-28,정우세탁산업,세탁원(다림질원),상용직,시급,9620,무관,1년미만,무관,,    ,경상남도 창원시 의창구 동읍 자여로 50-24 정우세탁산업,개인,경남지사,2023-06-28,1588-1519,없음,없음,없음,없음,2023-06-28,2023-07-31,경상도
2023-06-28,(주)메가젠임플란트,금속가공 검사원,상용직,월급,2261300,무관,무관,무관,,    ,대구광역시 달성군 다사읍 세천로7길 45 메가젠임플란트,대기업,대구직업능력개발원,2023-06-30,1588-1519,없음,없음,없음,없음,2023-06-28,2023-06-30,대구
2023-06-28,(주)더하이,식품 분야 단순 종사원,상용직,시급,9620,무관,무관,무관,,    ,광주광역시 광산구 평동산단7번로 72-28,개인,광주지역본부,2023-06-28,1588-1519,없음,없음,없음,없음,2023-06-28,2023-07-14,광주
2023-06-28,사회적협동조합 상생,음료 조리사(바리스타 포함),상용직,시급,9620,신입,무관,무관,,    ,"광주광역시 북구 우치로 118 3,4층 사회적협동조합상생",중소,광주지역본부,2023-07-05,1588-1519,없음,없음,없음,없음,2023-06-28,2023-09-27,광주
2023-06-28,모어레스 충장점,음료 조리사(바리스타 포함),시간제,시급,9620,무관,1년미만,무관,,    ,광주광역시 동구 중앙로196번길 31-19,중소,광주지역본부,2023-07-04,1588-1519,없음,없음,없음,없음,2023-06-28,2023-08-31,광주
2023-06-28,대성고등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620,무관,무관,무관,,    ,대전광역시 중구 목동로 23 대성고등학교,"공사,공공",대전지역본부,2023-06-28,1588-1519,없음,없음,없음,없음,2023-06-28,2023-06-29,대전
2023-06-28,사단법인한국지체장애인협회(춘천시장애인근로사업장),종이제품 생산기계 조작원,상용직,시급,9620,무관,무관,무관,,    ,강원도 춘천시 신북읍 아침못길 145,중소,강원지사,2023-07-05,1588-1519,없음,없음,없음,없음,2023-06-28,2023-07-08,강원도
2023-06-28,(주)정림건축종합건축사사무소,직업 운동선수,계약직,월급,1700000,무관,무관,무관,,    ,서울특별시 종로구 율곡로 214,대기업,서울지역본부,2023-07-04,1588-1519,없음,없음,없음,없음,2023-06-28,2023-07-31,서울
